User_ID,Tweet_ID,Tweet,Label
Shars,5626,socialskilltraining is important part of mentalhealthrecovery &amp; personalitydevelopment. know more about it’s basic components #healthcare #depression #mentalhealth #mentalhealthtoday #selfcare #mentalhealthmatters #doctorwho #uttarpradesh #addictionrecovery #anxiety #education https://t.co/l5kxuj7nkc,Non-Hateful
Shars,21474,mrs. bectors food ipo coming next week.burger king already applied with several  it's primium are on atleast 66-70% high😂 so hope let's get it. #burgerking #ipo #stockmarket #stocks #share #launching 🚀,Non-Hateful
Shars,4938,@waynepunkdude @blackboxdownpod but i think plane crash podcast is well researched and michael bauer looks a plane crash from every angle.,Non-Hateful
Shars,17293,@anita_meena1 @dream4girl @pankajjisharma #जय_श्रीराम @kb199konly hindu follow me100% follow back,Hateful
Shars,15211,@rutulsuthar thanks,Non-Hateful
Shars,32121,this pass is so underrated 😭💙 https://t.co/bsomvhpigl,Non-Hateful
Shars,26678,@telanganacmo ghmc effect tho anni manche jaruguthunnayi,Skip
Shars,8086,@telanganacmo @un_women @ministrywcd @nirbhayajyoti @rashtrapatibhvn @ysjagan @satyavathitrs @sharmarekha @wcdtelangana @sonusidh_ @un @swatilakra_ips @ts_womensafety @ts_sheteams @raokavitha @womcommatters @ktrtrs ✍️...august 15  2018 - present842* days!@ktrtrs #askktr #ktr pls appoint #telangana #state #womenscommission.#womenssafety #cybher #womenscommissionmatters#womcommatters#hyderabad #delhi #mumbai #bengaluru #chennai #kolkata#ghmcelections2020 #ghmc#someshkumar https://t.co/j3ofosptmv,Non-Hateful
Shars,19172,extremely valuable commodity pricier than gold diamonds oil is: information,Non-Hateful
Shars,15589,should be renamed as ambani/advani’s economics https://t.co/crnygaeqh2,Non-Hateful
Shars,3367,@dipenduc there is tremendous concern about the farmers in the country today.people are behind the farmers in their protest. it would be better if they consider the withdrawal of all india bandh on 8 dec and think of other form of protest which are more effective.,Non-Hateful
Shars,14293,@heathersksk fav artist- the chainsmokersfav song- all i want,Non-Hateful
Shars,5390,total percentage in ddc elections are 48.62 % in second phase,Non-Hateful
Shars,10559,@make06nrit people making up kuch bhi to grab attention using keyword "bhakt",Non-Hateful
Shars,8303,@vaibhavtweetsss @craziebawa thank you buddy :),Non-Hateful
Shars,32049,#hyderabadelectioncongratulations to bjp for their wonderful performance in ghmc election.,Non-Hateful
Shars,25477,@tehseenp poonawala ur party won just 2 seats in ghmc tell rahul gandhi to stop holidaying in life 😀😀😀,Hateful
Shars,26198,#hinakhan mourns the sad demise of her #yehrishtakyakehlatahai co-star #divyabhatnagar and offers her condolences to the bereaved family.#rip | #television | #bollywood https://t.co/jgxixyq9qj,Non-Hateful
Shars,32499,@parduesuzanne that's required for contentment else we are just machines 👍,Non-Hateful
Shars,30027,in 2019 general elections too  #bjp was leading in postal votes in #hyderabadlok sabha constituency.later  #aimim chief #asaduddinowaisi emerged victorious with over 2.73 lakh votes majority.#ghmcresults,Non-Hateful
Shars,8978,bollywood ended for us on 14 june 2020#bollywoodkiaisitaisi,Non-Hateful
Shars,17181,it's a hung in #ghmc no party could reach the magic figure "76" #ghmcelections2020 #ghmcresults https://t.co/kgiqqj8hll,Hateful
Shars,9019,@vivek_investor my take home message from this is sit on cash  fully convinced that whenever pe contracts there is nothing wrong with the sector and the company and buy when everyone else is selling and moving on with momentum,Hateful
Shars,12366,@aliabbasahmed @rsprasad you think ordinance is governence ? adani ambani ka payback needs to called out. first it was only farmers of one state  then only congress party ... now it's across the board. which party other than bjp is for adani ambani ?,Hateful
Shars,2709,🌺🌺❤️ go check out @beercomerad 's https://t.co/a7drau1rtz https://t.co/mwtplpivvq,Non-Hateful
Shars,4893,@abpnews @prashantjourno dirty tricks department on to defame the agitation,Hateful
Shars,14767,@suresh_sushmita @swiggy_in wow 😳 . if you support farmers protest you will be boycotted . these bhakts and rw are using dictatorship 101 don't listen to citizens who are protesting and paid media . i am preety sure after boycoting these food delivery apps ambani ji will bring some new app only for bhakts,Non-Hateful
Shars,16268,pm modi to virtually inaugurate construction of 1st phase of agra metro on 7 dec https://t.co/vh8eerb9ggvia namo app https://t.co/rv8grrlpkh,Non-Hateful
Shars,28090,adani and ambani? i mean  they are stakeholders in a manner of speaking... https://t.co/f1wuhwyhqx,Non-Hateful
Shars,4980,what steps are being taken to protect great indian bustard? karnataka high court asks state govt https://t.co/fpcc1ukzk2,Non-Hateful
Shars,2801,@gauravg41862165 you idiot tu bhi to piche piche chala rha hai and u jumped red light too. apni gaadi ki b pic bhej,Hateful
Shars,4570,@hindutva_waadi @venkatesh_rvk14 @pruthvinreddy ayyo adu aagalla bidi... he shud  actually but i think he is worried about too many factors... but  he was instrumental in defeat of kh muniyappa in 2019 ls elections... may be that shud encourage him to join bjp  but  he is too undecided  i feel.,Non-Hateful
Shars,30969,@incindia @capt_amarinder @rahulgandhi @incpunjab this was the real reason behind farm protest brining to delhi via haryana....i hope punjab farmers realize the real motive and give shock in coming elections .. https://t.co/m7oqpjyqdk,Hateful
Shars,17558,@bapat_priya good morning!!!,Non-Hateful
Shars,8749,just two days before the graduate and teachers constituency election date ncp leaders claim there are more than 8000 voters in the voters list for graduate constituency elections from pune whose address do not match and some of the mob numbers with their name are of bjp workers.,Non-Hateful
Shars,4704,@rj_garg hi raghav  thank you for sharing your details. our team will connect with you soon.,Non-Hateful
Shars,4908,because you want to earn dalaali of ambani and adani pm service is to do service for people’s goodness not for self ego satisfaction. but you have no time to meet those people who gave you this position and waiting on roads,Non-Hateful
Shars,2544,rahul gandhi threatens govt to return his chota bhim comic if farm laws not withdrawn.,Hateful
Shars,23297,@jahangirktareen 2013 imran khan ; few army officials rigged the elections2018 pmln: few army officials rigged the election.pti &amp; pmln should realise now who is the common enemy of pakistani nation,Non-Hateful
Shars,5761,bjp storms destroyed haydrabad municipal elections results gets 46 seats first time. #bjpsouthentry,Non-Hateful
Shars,8713,@kapoor_salil @ammyvirk @diljitdosanjh @kanganateam just take a moment and think  are you able to find any glitches in the decision which the current govt has taken in past 5 years  if no then bhakt ho aap  apse bahes ka koi benefit nhi,Non-Hateful
Shars,13716,majority in hyderabad skip voting  final ghmc voter turnout stands at 46.6%. @paul_oommen writes that this is marginally better than last time https://t.co/mn76kqrt7z,Non-Hateful
Shars,21741,@waglenikhil the other 2 parties are not major opposition parties. see in the municipal elections in hyderabad,Non-Hateful
Shars,11908,_..... good morning.......gd....🙏😊🙏........_ @advogata2018,Non-Hateful
Shars,5428,@exsecular @kanganateam and u also watch this aunty g.... #indiasupportfarmerprotest he is modi bhakt....!!!! only https://t.co/oednffirik,Non-Hateful
Shars,9792,@imshravya arey dada.you are dropping boulders 😁😁,Non-Hateful
Shars,19628,25 of the 49 nominees of three major political parties with criminal history have been elected as corporators in the just concluded greater hyderabad municipal corporation (ghmc) elections.#ghmcresults2020 https://t.co/zwbubvh7t8@bachanjeet_tnie,Non-Hateful
Shars,8416,@vavroom @yatil hi nicolas  just watch this video once: https://t.co/0qmouuvzkj . you would see  in this video  just after uber demo  i’ve explained the two key differences between louie voice control and other voice assistants. happy to talk more about it.,Non-Hateful
Shars,10948,@_pallavighosh @_yogendrayadav ... and delhi can go to hell  mr kejriwal is fighting for 2022 elections in punjab,Skip
Shars,29511,@kanganateam respect our thadipar idiot 😡,Hateful
Shars,18735,i fail to understand why #farmers are speaking with middlemen (ministers and govt)i request the protesting farmers to speak directly with #ambani &amp; #adani and get this sorted.#8दिसंबर_भारत_बंद#farmersprotest #modimadedisaster https://t.co/pbiw14hahi,Skip
Shars,18831,@brajeswar13 @ashishgupta325 i guess the stronger support (strike) below the breakout tl or pattern. i might be wrong. this is why asked ashish😂,Non-Hateful
Shars,23269,@gillparmpal @taxman_sachin @ani listen you can blabber all day about modi  call me bhakt  throw rhetorics  but facts are not going to change. i tried to explain you now suit yourself. your hashtag is futile.#isupportfarmact2020#isupportfarmerbill,Hateful
Shars,27572,be aware delhities. #bjp #arrestyograjsingh #bharatbandhnhihoga https://t.co/qbftviaoqi,Non-Hateful
Shars,9630,brand name development  logo design  brand promotions! you name it and we do it all to make your business a strong &amp; memorable brand only at https://t.co/ie3czkotjz#quintesstial #qmm #logodesign #branding #digitalmarketing https://t.co/q0f9kgq056,Non-Hateful
Shars,665,no bharat bandh on december 5.i support nationwide strike called by farmers' union on december 8. 🙏 #8दिसंबर_भारत_बंद,Skip
Shars,29243,this is exactly like wb elections where bjp has risen from no where #ghmcelections,Non-Hateful
Shars,32108,just saw that goal by son.what.a.strike that was!,Non-Hateful
Shars,32861,let's start.use tagline: #bollywoodkiaisitaisishare to maximum ☺️☺️ https://t.co/dqlbur84qs bollywoodkiaisitaisi https://t.co/3xlkiknfhc,Non-Hateful
Shars,5901,@timesnow @capt_amarinder @narendramodi why punjab is more important than other states? to instigate and support farmers strike?,Hateful
Shars,22879,@sudhirchaudhary @zeenews kutte k bache don’t try to divert the topic. you potti journalist. kitne me becha apni aatma ko you idiot.tu hai asli anti-nationalist. badhawe. kutte tune parliament session dekha when those bills are proposed and unconstitutionally passed by the govt. tab kyun nahi ki reporting,Hateful
Shars,26326,@mufaddal_vohra him and bumrah will be our strike bowlers in the wc,Non-Hateful
Shars,31148,the left parties extend their support to the call given by them for a bharat bandh on december 8.#notofarmbills #farmersprotesthttps://t.co/geqdc2agxk,Non-Hateful
Shars,16182,it's our endeavor to help you develop the skill of 'emotional &amp; social intelligence'. here's 'socialigence select' - a great quote on emotions for you to deliberate on.#quoteoftheday #greatquotes #emotionalintelligence #socialintelligence #onlinecourse #psychology #neuroscience https://t.co/7rpddavrje,Non-Hateful
Shars,9077,@pyromdyet you can’t have a perspective on matters that concern pakistanis when they don’t even affect you . i don’t have an authority over language but i’m sure it’s obvious that an actual pakistani would know better about what slurs are racist than a random white idiot ?,Non-Hateful
Shars,21257,ahmedabad book club proudly promotes and encourages the book “ whimsical dreams” by author dhairya rawal . whimsical dreams is an attempt to connect the reader with the poems and help them put themselves into the shoes of the narrator/character in each poem #poetrycompilation https://t.co/otrdgdywvr,Non-Hateful
Shars,18706,annal ambedkar song |gana isaivani | pbm https://t.co/ppzy91mlub via @youtube daughter or younger sister @gisaivani #jaibhim work for @ftamilnadu  #farmersprotest  #vanish_rss_bjp &amp; #ambani_adhani from #india.,Non-Hateful
Shars,23543,@gsidhuonline @amitmalviya see you idiot,Hateful
Shars,19417,@ani if all political parties cannot give a proper bharat bandh its time 4 them to think their time is over,Non-Hateful
Shars,24878,learning to code is basically a 4-stage process (1) when you start you think you’ve learnt a lot but it’s just you getting familiar with the syntax.. (2) now that you have got your basic syntax right  the real fight starts...(1/4),Non-Hateful
Shars,19384,jayant chaudhary  another farmer leader from western u.p  is silent after his defeat at the hands of farmers in bulandshahr in recently held by elections. @bjp4india #bharatbandh #bharatbandhnhihoga #farmerswithmodi #agriculture #delhi #kisan #politics #farmlaws2020 #ghaziabad,Hateful
Shars,30917,#gramaswarajya . k’tka panchayat election sabha. anekal (b’luru). with 21 panchayats in constituency @bjp4karnataka karyakartas are fully prepared to face elections. @blsanthosh @ctravi_bjp @bsybjp https://t.co/uvho7bejg4,Non-Hateful
Shars,11220,#कल_भारत_बंद_रहेगा i support the bharat bandh on 8 december . #istandwithfarmers https://t.co/shwoje7aue,Non-Hateful
Shars,13611,@mostlyflunking @paragbhandari1 not much like rs. no separate election is conducted for pr after the ls elections. the pr elections is part of the same general elections. could have an additional voting option for party in the ballot (like nz) or the party you vote for for in fptp automatically get's the vote.,Non-Hateful
Shars,51,i support the bharat bandh!! do you?!!#supportfarmers#कल_भारत_बंद_रहेगाfriends  i was busy today  but i fully support #bharatbandh tomorrow   and hope you all will give your support. thank you !!,Non-Hateful
Shars,16250,@ishratparody black day not just for us it's shame for whole universe,Non-Hateful
Shars,22565,i will work additional hours tomorrow  nobody has the right to impose a 'bandh' and infringe on my individual rights.#bharatbandhnhihoga,Hateful
Shars,1587,every word are true about mr. joe biden. you are saying. he is really true patriot and kind human being. https://t.co/9a9m4f8vyh,Non-Hateful
Shars,5011,@radhika56838231 very good morning,Non-Hateful
Shars,32653,retail network segmentation landscape https://t.co/cqxuuk9jd2 https://t.co/mjkkzpqewa,Non-Hateful
Shars,20234,bjp leads in ghmc elections🤮 if trends continue get ready for hyderabad to be renamed bhagyaraj 🤨 #ghmc #hyderabadelection #hyd,Non-Hateful
Shars,3824,@faiz695634 5/22 pm of pakistan have been rajputs. bhutto (father and daughter both) were the most influential among them. ye bata do to bhakt pagal ho jayenge. nuances unko ghanta nahi samajh ata.,Non-Hateful
Shars,8602,owaisi’s comments are a reaction to the remarks made by the bjp state president bandi sanjay kumar during the election campaign.https://t.co/ig5zlvujsc,Non-Hateful
Shars,25263,it was just one sentence but so important for me at that stage. to date as a scientist 👩‍🔬 i hold that conversation close to my heart.,Non-Hateful
Shars,6008,@rahulj76808 @rajwind06329735 @rampalheena like modi sell airport  railways to ambani adani  now the try sell farmer. that's the reason we protesting.follow me#farmersprotest#कल_किसानों_का_भारतबंद_रहेगा#takebackfarmlaws,Non-Hateful
Shars,30248,@imrankhanpti wow our india is too beautiful place but unfortunately illegally occupied by pakistan  free pok🇮🇳🇮🇳,Hateful
Shars,20083,@sangram_sanjeet very nice 👌,Non-Hateful
Shars,9260,ddc elections- 3rd phase: 43.03% votes polled till 1pm across j&amp;k https://t.co/iqcgfkuezu,Non-Hateful
Shars,24441,@shivamda yeh kaunsa strike hai? bhatti wala hoga. that guy's stethoscope has seen more protests than wheezes and murmurs.,Non-Hateful
Shars,30083,actually  'the crown' doesn't explain why margaret thatcher was so popular and won 3 elections! https://t.co/hgvryrkuza,Non-Hateful
Shars,13936,the new farm bills will benefit the farmers the same way jio benefitted bsnl,Non-Hateful
Shars,26989,suvendu adhikari model similar to pema khandu(non-rss) who was tourism minister of arunachal pradesh under inc govt and jumped ship twice before elections and eventually became cm at the age of 38 in a bjp government.,Non-Hateful
Shars,9505,let me correct that for you @salmannizami_ (#bakrikapati):i am a muslim my best friend is a hindu (pretending🤫)my rakhi sister is a sikh (sister means begum).spread #pisslam  la ilaha illallah! https://t.co/z8wuc1i5dg,Non-Hateful
Shars,10493,simply masterclass@aranganathan72 sir's rap of busting hypocrisy with those expressions by legend @ashutosh83b sir😂😂still confused  who is best highlight of this video  anand sir or ashutosh "sir"🤣 https://t.co/ei8uffc9bh,Hateful
Shars,16256,@ani absolutely agree with this man. this govt will only vaccinate state wise if they win the elections over there.,Non-Hateful
Shars,27009,100% political. opposition cannot win elections is wanting to take to street r protest to stake claim to power. dangerous and must be stopped to save democracy. we may not be most ideal democracy but questioning elected legislature thro mob route is killing democracy https://t.co/1ahw566apb,Hateful
Shars,19128,@colorstv @rahulvaidya23 @vootselect @beingsalmankhan @plaympl @tresemmeindia @lotusherbals wow great salman 👏 this #rahulvadiya deserve to be out of the show. he talks very nonsense and 3rd class category idiot !,Non-Hateful
Shars,33769,my tiny contribution towards tomorrow's bandh..i have dumped my #jio sim card..who is next.....? #कल_भारत_बंद_रहेगा,Non-Hateful
Shars,3364,@yakshamalagatti strike one in a jager himself too video let's gooollhttps://t.co/86ksnj678x,Non-Hateful
DVS,14283,@saadmohseni @dalrymplewill @nytimes someone please tell me this idiot is kidding,Hateful
DVS,31542,@srivatsayb yet i don't know how bjp is winning elections,Non-Hateful
DVS,12508,@ranaayyub this is india  we are indians,Non-Hateful
DVS,2125,@yessirtns every house in my city in haryana have sent something at the border to support. if mudi won't listen for a year  our brothers can stay there for that much time. spread as much lies as you want. bhakt,Hateful
DVS,20438,when the country saddled with toddler pm of rss family  only this the situation in country! के #कल_भारत_बंद_रहेगा emmanuel macron modiji ambani refined oil,Hateful
DVS,3437,government employees are not with trs. there are many in our area who voted for trs in 2018 but not now 😑no retirement age increase  wage problems  too much of work during covid like lrs &amp; less staff.we need to address these well before the elections.@ktrtrs @krishanktrs https://t.co/toltsvoukw,Non-Hateful
DVS,9264,@ktrtrs @puvvada_ajay don't know why are you encouraging bandh on 8th  please go through below link to understand basic economics...https://t.co/mykdkv4roq,Non-Hateful
DVS,32174,@adani_elec_mum @gautam_adani till work has been not complicated after 5 months https://t.co/ev4vcgsoxu https://t.co/mwv1ooytjv,Non-Hateful
DVS,18791,trs govt folled to every hyderabadi.for ther votes of ghmc electionss.govt said will give 10000/-rs after elections.through mee seva centernow they r saying will distubit money to needy people only.,Non-Hateful
DVS,14087,@darshan9322 @authackeray @ranjitdisale @varkeyfdn uddhavji adityaji nominate mr.ranjit name&amp;my name mayur manohar rekha chavan 9773992412.mumbai for governor 12 mlc's seat once i elected i will definitely contribute my knowledge for revenue generation of our magnetic maharashtra growth so positive answer wantjai maharashtra hind,Non-Hateful
DVS,31976,@manojya59372699 good night,Non-Hateful
DVS,8950,gems &amp; jewelery: exports could reach rs 1.6 lakh crore if foreign markets continue to improve https://t.co/qpepwdslqu,Non-Hateful
DVS,6715,@aditibh76951698 🌹 good morning ji 🌹,Non-Hateful
DVS,31337,@ksadashiva @shashitharoor @jpnadda a footsoldier bhakt like u making such comments understandable but for the national president of the ruling party to comment in this manner is so laughable - exposes the whatsapp culture thet pervades the bhakts 🤦‍♂️🤦‍♂️,Hateful
DVS,17158,@shwetasinghkirt his intellectual was unmatched in bollywood  but didn't know the gang was pissed off with his knowledge wealth &amp; eliminated him.but we know now to stay together &amp; fight for justice. it will take time but justice will prevail.#justiceforsushantsinghrajput #boycottbollywood,Non-Hateful
DVS,19644,very rare ♥️ https://t.co/cfqhwcwps5,Non-Hateful
DVS,20308,do you remember when you joined twitter? i do! #mytwitteranniversary https://t.co/s5my6zkqup,Non-Hateful
DVS,21886,@theicai dear @theicai @theicaibos @atulguptagst @kdhiraj123 thankyou for successfully conducting longest running exams with max students amongst all the chaos and pandemic  cyclone  elections. thank you from bottom of my heart. thanks again for making our belief more stronger in u. #icai,Non-Hateful
anutosh,6787,@siddharthanbjp @bjp4delhi @jpbhaibjp @adeshguptabjp @narendramodi where is ur fd of 900 crores which was to mature on 30 nov..u were to give salaries  arrears &amp; pending bonuses in dec..ur mcd commissioner threatens staff not to go on strike even if i r not giving salaries..how can u do this.???,Hateful
anutosh,2796,this is real bollywood#bollywoodkiaisitaisi https://t.co/i3ynpz31ay,Non-Hateful
anutosh,28782,4. and if the adcopies is also not an issue. your competition is.,Non-Hateful
anutosh,23987,@preeti112019 everything is fixed . even covid scam is fixed . even 🇺🇸 elections were fixed,Skip
DVS,28421,@cassidoo some idiot in india trademarked the ps5 name preventing sony from releasing ps5 here for a while.i guess such people do exist to just create nuisance in other people’s life.,Hateful
DVS,22431,as hyderabad goes for its municipal elections today  @kumaraguru  director - external relations  writes about the role and importance of a corporator in civic life.https://t.co/d5skrhc91h#hyderabadcivicpolls #ghmcelections2020 https://t.co/ks8impjzlt,Non-Hateful
DVS,29703,after a tight slap let’s now prepare to kick the bjp &amp; the scheming svengali #devendrafadnavis out of the state in the next elections! https://t.co/tytimvehh0,Hateful
DVS,10700,welcome.twitter family. https://t.co/pzrdmj9w7s,Non-Hateful
DVS,1297,"i dedicate our performance in ghmc elections to @telanganadgp and the state election commissioner " says @bjp4telangana chief @bandisanjay_bjp.#hyderabad #ghmcresults #telangana,Non-Hateful
DVS,27913,alhumdulillah aimim rein bazar division cadidate wasey won by 12500 votes in ghmc elections 2020@asadowaisi @ahmedpashaqadri @yasararafat_ @aimim_national https://t.co/0h2jsrxddw,Non-Hateful
DVS,17316,@sghodgerikar @narendramodi if people have to decide let president rule article article 53 be imposed &amp; fresh elections held since 2019 elections 14.75 afs signed false declaration for etpbs applicable to those posted abroad &amp; eci closed eyes.,Non-Hateful
DVS,9151,congress  aap  trs  trinamool: list of parties which are supporting december 8 bharat bandh via @httweets https://t.co/l3dztftoxi,Non-Hateful
DVS,13523,is giving exams will make u idiot  in this covid time ??? #covidiots,Hateful
DVS,27094,i understand the national news channels’ obligation to covering the ghmc elections enthusiastically. because how else would people know  right?what about farmers protest you ask? they’d rather leave it to @diljitdosanjh &amp; the social media. kyunki khaana toh swiggy se aayega😊,Non-Hateful
shiv6891,3814,done.boycott bullyweed. #boycottbollywood #cbifile302injiahkhancase https://t.co/rkps2nzgck https://t.co/f1wnhrisqy,Hateful
shiv6891,10071,@narendramodi please don't allow the game to be played for too long as devendra fadnavis allowed it to happen in mumbai and maharashtra.they strike back spitting more venom. remember these people are venomous snakes in the form of human beings.act swiftly to mukt bharat.,Hateful
shiv6891,3797,"sun" or "anything under the sun that is made by man" or "not everything under the sun that is made by man"!! -a curious case of vaccines(public good)! how to trigger the vaccine innovation in 2020 as compared to 1950?https://t.co/j15zsvdwqm,Non-Hateful
shiv6891,14321,just posted a photo @ green city - gandhinagar https://t.co/iuzwajlg4s,Non-Hateful
shiv6891,1724,@nisharai_ggc @narendramodi @anupriyaspatel @kunickaa @rjraunac @shalabhmani @tripathiipankaj @hcl_foundation @ipsashish @nidhi_republic @smritiirani thank you mam,Non-Hateful
shiv6891,12537,@thoindia on nifty adani and ambani only giving returns.,Non-Hateful
shiv6891,18396,no purifier and refrigerator can give the taste and chillness as natural water.................#maharashtra #maharashtra_ig #killa #water #faith #fort #cavs #ponds #natural #lonavala https://t.co/grvyaczzbg,Non-Hateful
shiv6891,25879,the people have choosen the truth. the people have stood by the right.congratulating all candidates who have won the hearts of telangana..#ghmcelections2020 #ghmc #ghmcelections #bjpfortelangana #bjp https://t.co/mfiofnhq6c,Non-Hateful
shiv6891,1497,@anumavidisha #godimedia showing wrong trends in #ghmcelection2020 #trs leading by wide margin #bjp unlikely to be 3rd https://t.co/fbq9o1jeat,Non-Hateful
shiv6891,31166,@rajverm60543227 @incmp all of us r hindu in india but bjp work only for adani and ambani.,Hateful
shiv6891,1473,@anomaly2016 @awryaditi so if it boils down to comparison ...modi celebrated every diwali with jawans ...now only an idiot would say that man mohan doesn't celebrate diwali with jawans  not a patriot !! where is the limit ....don't over think !!don't be a complaining kid always !! have some heart !!,Non-Hateful
shiv6891,4088,@tsspdclcorporat is this is only after elections? was it fine for these many days?,Non-Hateful
shiv6891,28497,happy birthday dharam ji 🎂 🙌😍❤@aapkadharam #birthday #dharmendra #birthdaywishes https://t.co/z9payhv3bq,Non-Hateful
shiv6891,23236,#energyswaraj yatra visited shri mahakaleswar temple  ujjain. i proposed 100% solar with amg (avoid  minimize and generate) model to the management and become a devine model to millions of devotees. https://t.co/m55hwp31b8,Non-Hateful
shiv6891,8356,#farmersprotest: amid the intensifying protest  delhi cm @arvindkejriwal will visit the singhu border today https://t.co/mzkbjcviad,Non-Hateful
shiv6891,28438,#supportfarmers#8_dec_bharat_band#wesupportfarmers#kisanvirodhinarendramodi @diljitdosanjh @gippygrewal @bawaranjit @khurshed @pukhrajbhalla @sherrymaan30 @babbalrai9 @babbumaan @parmishverma @aulakhmankrit @raghveerboli @teamhurrrr #🙏🏻 must watch this 🙏🏻🙏🏻🙏🏻🙏🏻 https://t.co/yf9qmpq0oe,Non-Hateful
shiv6891,15274,i have cancelled my leave for tomorrow. will go to work.#bharatbandhnhihoga,Non-Hateful
shiv6891,25060,#congresswithfarmers.. appeal to make tomorrow’s bharat bandh a grand success and extend solidarity towards the farmers #kisanmajdoorektazindabad @manickamtagore @uttamtpcc @revanth_anumula @myaskhi @ponnamloksabha @incindia @inctelangana https://t.co/tnxjzicy4a,Non-Hateful
shiv6891,24050,you have no business to speak on farmers strike in india; mind your own business—our farmers don’t need your support,Hateful
shiv6891,21177,#dmart picking up momentum 2600 #positionalview #breakout #bse #nse #nifty #banknifty #hedgefunds #fundmanagers #stocks #equity #stockstowatch #stockmarketindia #marketscreener #stocktips #charts #technicalanalysis #etf #finance #traders #nifty50 https://t.co/kxil75lpp6,Non-Hateful
shiv6891,32561,#alert | barring pre-existing marriage and banquet bookings already confirmed  all hotels  restaurants  resorts and bars to remain closed to show support to bharat bandh on december 8: hotel and restaurant association of punjabvia ani https://t.co/kdsdpjshnd,Non-Hateful
shiv6891,11960,@republic #kashmirfordemocracy these fellows of gupkar gang are frustrated by two rounds of polling in j&amp;k. so they are crying on channels. but government must be careful as they can create heu &amp; cry in elections.,Non-Hateful
shiv6891,19580,so bjp is now campaigning for panchayat elections to save democracy. and they are calling modi a benevolent leader. what?,Non-Hateful
shiv6891,19766,@karthik_desigan you don't know हिन्दी 🤗😜😂😂😆😜 then how come you are a feku bhakt.. he can't speak english so conversation in any south indian language is far distant thing for that thelielama,Skip
shiv6891,28331,if farmers shut down just adani/ambani businesses in 2-3 states  modi will run from pillar to post to solve the #farmerscrisis https://t.co/czl4byrmn5,Non-Hateful
shiv6891,20957,@hxkjuyeon you go drink 🐫 urine.,Non-Hateful
shiv6891,30574,@kishanreddybjp https://t.co/dibttbszuj sir we should not be happy we have to devroo more leaders for mla and loksabha elections .telegana has few bjp stalwarts and people who have lost must keep working hard .i am.not happy in three years anything can happen.,Non-Hateful
shiv6891,3091,@shazbkhanzdageo @abdullahsultan 2013 imran khan ; few army officials rigged the elections2018 pmln: few army officials rigged the election.pti &amp; pmln should realise now who is the common enemy of pakistani nation,Hateful
shiv6891,31742,@satanlustlove both,Non-Hateful
shiv6891,31443,@priyathedentico trs and aimim are two sides of same coin. both the parties hate hindus to the core ...,Hateful
Pragyaa,33079,@riteishd thanks must watch this is the reason farmers are protesting bcoz these farmer bills are not for farmers but passed to give benefits only to adani ambani #takebackfarmlaws #farmersarelifeline https://t.co/blg4dmsa2u,Hateful
Pragyaa,21552,@sardesairajdeep @indiatoday what are they allowing foundation ceremony? no should mean no. it cannot be partly yes  partly no.,Non-Hateful
Pragyaa,18970,@cradityanarayan @tonyspa91970183 @nsitharaman here you go. you make 0 sense considering the price was the same for 3 years while indian prices kept rising . that’s due to the government increasing the bloody customs and gst . https://t.co/wfnbt1et3g,Hateful
Pragyaa,21426,@rajatttmegastar @filmukcritic he was big with almost every film. when you thought big  you thought dharmendra first. as late as 1987  he had 7 of 11 successes/hits.,Non-Hateful
Pragyaa,8903,@daarubaazmehta @arvindkejriwal #modihaitomumkinhai #bjphousearrestskejriwal see how this fake news started and how we should avoid such mass retweets without understanding the situationlinkhttps://t.co/sqaixld4kg,Non-Hateful
Pragyaa,29837,digitek led-d416 professional video light (black) openboxprice :- 2599/- only mrp:- 3995buy best price deal on electronics productsbuy now:- https://t.co/sng1gvo2yvdownload our app :- https://t.co/1n4xghnpkphttps://t.co/zty8mkidow https://t.co/ccf2jonkie,Non-Hateful
Pragyaa,11400,@rwac48 municipal elections. school functions. does the bjp know that they have already lost the game. ?,Non-Hateful
Pragyaa,4127,@venkatkarizma @krishanktrs trs cadre will not try to see the recent once  this ghmc effect is so bad that they have started exposing themselves and let's encourage them to do it on all issues.,Non-Hateful
Pragyaa,6160,#farmersprotest | impasse to continue as talks fail; centre requests senior citizens to returnhttps://t.co/mdyogjx0ao,Non-Hateful
Pragyaa,16928,@aadhiraspeaks i still believe that there are no permanent friends and enemies in politics. bjp did tie ups for power with mufti  behenji  mulayam  devegowda et al and khangress already declared aimim as b team of bjp in bihar so ghmc will see a new combo (due to 55 ex-officio member votes),Non-Hateful
Pragyaa,27753,#ghmcelectionresults #ghmcelectionresults2020#ghmcresults2020 #aimim #bjpsouthentryb surekha om prakash(bjp) won from gun foundry division  goshamahal  ghmc by 2 877 votes majority.lone seat where an independent had a good impact  check out more 👇https://t.co/eb664pjuwt,Non-Hateful
Pragyaa,6566,@nto1927 i have already started my unit 1 hour before daily time.. aaj bandh nahi hoga!!,Non-Hateful
Pragyaa,29956,@asaradhi131 @sheteamcybd @psmiyapur_cyb @swatilakra_ips @cyberabadpolice @telanganacops @rachakondacop @ts_sheteams @telanganadgp @ts_womensafety @cpcybd @sumathiips @prohini_ips @ktrtrs who is accountable here? labour department not police. why they r wasting their precious time on behalf of ghmc  labour  women etc.,Non-Hateful
